,Age,Female_prop,Male_prop,Asian_prop,Black_prop,Latino_prop,Multi_prop,Other_prop,White_prop,Afraid,Angry,Attractive,Babyface,Disgusted,Dominant,Feminine,Happy,Masculine,Prototypic,Sad,Surprised,Threatening,Trustworthy,Unusual
WF-231,26.31034483,1,0,0,0,0,0,0,1,2.034482759,3.413793103,3.857142857,2.035714286,2.586206897,2.586206897,5.310344828,2.172413793,1.448275862,4.5625,2.724137931,1.620689655,2.344827586,3.344827586,1.724137931
WF-232,25.27586207,1,0,0,0,0.034482759,0.034482759,0,0.931034483,1.482758621,1.862068966,4.206896552,2,1.642857143,2.068965517,5.034482759,2.379310345,1.275862069,3.395833333,2.214285714,1.344827586,1.344827586,3.821428571,1.724137931
WF-233,22.60869565,1,0,0,0,0,0,0,1,1.652173913,1.608695652,5.47826087,3.608695652,1.47826087,1.818181818,5.913043478,2.695652174,1.260869565,4.512195122,1.727272727,1.782608696,1.565217391,4.173913043,2.52173913
WF-234,22.62962963,1,0,0,0,0,0,0,1,2,1.481481481,4.111111111,2.777777778,1.481481481,1.333333333,5.333333333,2.481481481,1.185185185,4.340425532,2.538461538,1.222222222,1.259259259,3.592592593,2.333333333
WF-235,29.61538462,1,0,0,0,0.16,0.2,0.08,0.56,2.5,2.692307692,2.961538462,2.807692308,2.576923077,3.153846154,3.692307692,2.68,2.923076923,1.764705882,2.807692308,2.384615385,2.807692308,3.72,3.230769231
WF-236,26.38461538,1,0,0,0,0.08,0.16,0.04,0.72,1.692307692,1.576923077,4.576923077,2.615384615,1.72,2.25,5.538461538,3.230769231,1.5,2.888888889,2.076923077,1.730769231,1.576923077,3.6,1.884615385
WF-237,39.76923077,0.961538462,0.038461538,0,0,0,0,0,1,2.5,2.807692308,2.846153846,1.576923077,2.615384615,2.64,3.807692308,1.653846154,1.923076923,4.044444444,2.576923077,1.576923077,2.576923077,2.769230769,1.68
WF-238,25.24,1,0,0,0,0.04,0.12,0,0.84,1.52,1.416666667,4.8,2.48,1.68,2.24,5.6,3.72,1.52,3.391304348,1.72,1.72,1.56,3.92,1.88
WF-239,27.45833333,1,0,0,0,0,0.041666667,0.041666667,0.916666667,2.083333333,3.041666667,2.333333333,1.791666667,2.458333333,2.739130435,4,2.041666667,2.791666667,1.956521739,2.75,1.666666667,2.458333333,2.833333333,2.041666667
WF-240,44.75862069,1,0,0,0,0.620689655,0.206896552,0.034482759,0.137931034,1.862068966,2.517241379,2.206896552,1.214285714,2.24137931,2.689655172,3.206896552,1.517241379,2.310344828,1.11627907,2.689655172,1.275862069,2.517241379,2.428571429,3
WF-241,32.68,1,0,0,0,0.2,0.08,0,0.72,2.8,1.6,2.88,1.92,1.6,1.92,4.6,1.875,1.8,3.265306122,3.32,1.72,1.56,3.4,1.72
WF-242,27.28571429,0.964285714,0.035714286,0.071428571,0,0,0,0.071428571,0.857142857,1.607142857,1.571428571,4.75,2.357142857,1.428571429,2.153846154,5.535714286,3.535714286,1.321428571,2.666666667,1.714285714,1.714285714,1.392857143,4.214285714,2.214285714
WF-243,26.48,1,0,0,0,0,0,0,1,2,2.16,4.36,2.48,1.72,2.68,5.28,3.583333333,1.56,4.341463415,2.52,2.04,2.12,4,2.833333333
WF-244,26.63636364,1,0,0,0,0,0,0,1,1.772727273,2.090909091,3.818181818,2.909090909,2,2.454545455,5.363636364,2.318181818,1.5,4.488372093,2.409090909,1.238095238,1.863636364,3.909090909,2.227272727
WF-245,35.71428571,1,0,0,0.035714286,0,0.178571429,0,0.785714286,1.964285714,2.535714286,3.428571429,1.703703704,2.321428571,2.75,4.607142857,2.111111111,1.666666667,3.113636364,2.481481481,1.535714286,2.392857143,3.392857143,2.178571429
WF-246,42.82142857,1,0,0,0,0.464285714,0.035714286,0,0.5,2,2.5,3.535714286,1.142857143,2,2.740740741,5.071428571,1.678571429,1.464285714,1.652173913,2.285714286,1.428571429,1.821428571,3.321428571,1.964285714
WF-247,26.41666667,1,0,0,0,0,0,0,1,1.708333333,2.25,3.25,2.291666667,2.208333333,2.652173913,4.826086957,2.416666667,1.583333333,3.56097561,2,1.708333333,1.875,3.608695652,1.666666667
WF-248,29.44444444,1,0,0,0,0,0.037037037,0,0.962962963,2.111111111,1.814814815,2,2.307692308,1.653846154,2.296296296,3.518518519,2.185185185,2.407407407,3.06,2.62962963,1.888888889,1.703703704,3.259259259,2.111111111
WF-249,29.42857143,0.964285714,0.035714286,0.035714286,0,0.535714286,0.107142857,0.071428571,0.25,2.035714286,3.392857143,2.535714286,1.964285714,2.464285714,3.357142857,4.37037037,1.925925926,1.888888889,1.571428571,2.821428571,1.535714286,2.607142857,3,1.785714286
WF-250,36.8,0.96,0.04,0,0,0.04,0.04,0,0.92,1.458333333,1.52,1.72,1.44,1.6,1.64,3.208333333,1.84,1.583333333,2.209302326,2.48,1.25,1.44,3,3.88
WF-251,50.43478261,1,0,0,0,0.043478261,0,0,0.956521739,1.565217391,1.913043478,3.217391304,1.173913043,1.782608696,2.130434783,4.869565217,3.565217391,1.260869565,3.159090909,2.043478261,1.391304348,1.47826087,3.913043478,1.52173913
WF-252,26.46428571,1,0,0,0,0,0.107142857,0,0.892857143,1.571428571,2.214285714,3.785714286,2.214285714,2.035714286,2.321428571,5.107142857,2.785714286,1.392857143,3.7,1.857142857,1.75,2,3.285714286,2.535714286
WM-001,16.93548387,0.032258065,0.967741935,0,0,0,0,0.010752688,0.989247312,2.548387097,2.247311828,2.64516129,3.591397849,2.182795699,1.857142857,2.096774194,1.967741935,3.580645161,3.857142857,3.494623656,1.698924731,1.827956989,3.215053763,2.322580645
WM-002,30.43209877,0,1,0.024691358,0,0.061728395,0.037037037,0.24691358,0.62962963,2.0375,3.569620253,2.5125,1.7875,3.025,3.857142857,1.696202532,2.0125,4.875,1.872727273,2.775,1.7875,3.525,2.975,3.3125
WM-003,23.3452381,0,1,0,0,0,0,0,1,1.987951807,2.445783133,3.682926829,2.879518072,2.180722892,3.36,1.915662651,2.542168675,4.891566265,4.191489362,2.674698795,1.891566265,2.56626506,3.578313253,2.638554217
WM-004,25.8172043,0,1,0,0,0,0,0.010752688,0.989247312,1.804347826,1.835164835,4.663043478,2.467391304,1.739130435,3.153846154,1.804347826,2.630434783,4.847826087,4.288461538,2.434782609,1.467391304,1.760869565,3.56043956,1.934065934
WM-006,25.64534884,0,1,0,0,0.023255814,0.011627907,0.011627907,0.953488372,1.965116279,2.441860465,3.511627907,3.046511628,2.023809524,3.476190476,2.581395349,2.752941176,4.476744186,3.857142857,2.44047619,1.755813953,2.476744186,3.430232558,2.929411765
WM-009,23.69565217,0,1,0.010869565,0,0.108695652,0,0.010869565,0.869565217,2.119565217,2.782608696,4.076086957,2.912087912,2.380434783,3.346153846,2.032608696,2.260869565,4.72826087,3.487804878,2.391304348,1.855555556,2.456521739,3.510869565,2.230769231
WM-010,27.39784946,0.010752688,0.989247312,0,0,0.010752688,0,0.021505376,0.967741935,2.532608696,3.608695652,2.282608696,2.380434783,2.97826087,2.8,1.891304348,1.494505495,3.793478261,3.68,3.858695652,1.782608696,3.5,2.456521739,2.747252747
WM-011,30.98863636,0,1,0,0,0.011363636,0,0.011363636,0.977272727,2.045454545,2.75,3.170454545,2.511363636,2.556818182,2.384615385,2.114942529,1.920454545,4.25,3.566037736,3.284090909,1.693181818,2.443181818,3.056818182,2.352272727
WM-012,32.14444444,0.022222222,0.977777778,0,0,0.044444444,0.011111111,0.011111111,0.933333333,2.483146067,2.842696629,2.840909091,2.5,2.404494382,2.481481481,1.674157303,1.921348315,4.550561798,3.956521739,3.157303371,1.786516854,2.505617978,3.359550562,1.886363636
WM-013,32.37931034,0,1,0,0,0.011494253,0,0.011494253,0.977011494,2.488372093,2.720930233,2.755813953,2.034883721,2.511627907,2.64,1.802325581,2.117647059,4.325581395,3.58490566,3.476190476,1.872093023,2.552941176,3.209302326,1.965116279
WM-014,33.71428571,0,1,0,0,0.011904762,0,0.011904762,0.976190476,2.084337349,2.285714286,3.476190476,2.464285714,2.178571429,3.4,1.94047619,3.25,4.869047619,3.630434783,2.416666667,1.833333333,2.333333333,3.80952381,1.880952381
WM-015,23.37209302,0,1,0,0,0,0,0,1,2.127906977,2.627906977,3.511627907,2.976744186,2.197674419,3.043478261,2.313953488,2.174418605,4.302325581,3.943396226,2.588235294,1.882352941,2.38372093,3.313953488,2.395348837
WM-016,30.39534884,0.011627907,0.988372093,0,0,0.034883721,0,0,0.965116279,2.104651163,3.174418605,3.255813953,1.848837209,2.523255814,4.125,1.406976744,2.11627907,5.209302326,4.01754386,2.61627907,1.61627907,3.058823529,3.081395349,1.953488372
WM-017,23.58510638,0,1,0,0.010638298,0,0,0,0.989361702,2.35106383,2.752688172,2.361702128,2.670212766,2.361702128,3.62962963,1.670212766,2.340425532,4.468085106,4.106382979,3.095744681,1.946236559,3.117021277,2.806451613,2.585106383
