,Race,Gender,Age,NumberofRaters,Female_prop,Male_prop,Asian_prop,Black_prop,Latino_prop,Multi_prop,Other_prop,White_prop,Afraid,Angry,Babyface,Disgusted,Dominant,Feminine,Happy,Masculine,Prototypic,Sad,Suitability,Surprised,Threatening,Trustworthy,Unusual,Luminance_median
LF-212,L,F,26.66666667,27,1,0,0.111111111,0,0.814814815,0.037037037,0.037037037,0,1.703703704,2.740740741,1.851851852,1.730769231,2.703703704,5.037037037,1.925925926,1.307692308,3.477272727,2.185185185,.,1.5,1.888888889,3.518518519,1.592592593,162
LF-213,L,F,25.8,25,1,0,0.04,0,0.56,0.16,0.12,0.12,2.84,2.52,2.68,2.583333333,2.25,4.36,2.36,2.125,3.136363636,3.24,.,1.84,2.2,3.76,2.52,153.5
LF-214,L,F,29.375,24,1,0,0,0,1,0,0,0,1.47826087,2.833333333,1.708333333,2.291666667,3.083333333,4.791666667,1.869565217,1.791666667,4.088888889,1.826086957,.,1.458333333,2.208333333,3.458333333,1.625,143.5
LF-215,L,F,24.56666667,30,1,0,0,0.033333333,0.8,0.133333333,0,0.033333333,2.033333333,3,2.666666667,2.166666667,3.344827586,3.866666667,2.133333333,2.033333333,3.688888889,2.333333333,.,1.466666667,3,2.933333333,2.366666667,135.5
LF-216,L,F,24.72,25,1,0,0.04,0,0.68,0.12,0,0.16,1.88,2.68,2.6,2.541666667,3.04,3.8,1.76,2.12,3.333333333,2.56,.,1.458333333,2.4,3.04,1.76,161
LF-217,L,F,26.76666667,30,1,0,0,0,0.7,0.166666667,0,0.133333333,1.448275862,2.172413793,2.8,1.9,2.7,4.566666667,3.066666667,1.9,3.090909091,2.166666667,.,1.6,1.827586207,3.642857143,1.9,158
LF-218,L,F,25.9,30,1,0,0.033333333,0,0.466666667,0.233333333,0,0.266666667,1.733333333,4,1.517241379,2.866666667,3.233333333,3.033333333,1.5,2.233333333,2.666666667,2.433333333,.,1.3,2.8,2.666666667,2.366666667,167
LF-219,L,F,24.96153846,26,0.961538462,0.038461538,0.346153846,0,0.423076923,0.192307692,0,0.038461538,1.846153846,2.115384615,2.576923077,2.230769231,2.807692308,4.423076923,1.884615385,1.961538462,3.022222222,2.461538462,.,1.730769231,2.076923077,3.28,2.230769231,161.5
LF-220,L,F,22.16,25,1,0,0.04,0,0.84,0.04,0,0.08,1.72,1.652173913,2.72,1.72,2.12,3.76,2.68,2,3.266666667,1.92,.,1.64,1.56,3.92,2.25,151.5
LF-221,L,F,25.80769231,26,1,0,0,0,0.846153846,0.076923077,0.038461538,0.038461538,2.384615385,2.076923077,2.153846154,1.769230769,2,3.692307692,1.72,2.32,3.444444444,2.5,.,1.461538462,1.48,3.307692308,1.961538462,157.5
LF-222,L,F,27.53846154,26,1,0,0.038461538,0,0.615384615,0.192307692,0,0.153846154,1.653846154,2.384615385,2.038461538,2.038461538,3,4.64,1.846153846,1.807692308,2.8,2.461538462,.,1.538461538,1.961538462,3,1.730769231,153.5
LF-223,L,F,28.19230769,26,1,0,0.230769231,0,0.461538462,0.230769231,0,0.076923077,1.615384615,1.56,2.076923077,1.8,2.076923077,4.038461538,2.115384615,1.730769231,2.622222222,2.384615385,.,1.423076923,1.48,3.28,1.923076923,165
LF-224,L,F,32.26086957,23,1,0,0.086956522,0,0.52173913,0.217391304,0,0.173913043,1.782608696,2.565217391,1.956521739,2.391304348,2.818181818,4.772727273,2.304347826,2.043478261,2.644444444,2.086956522,.,1.956521739,2.173913043,3.434782609,1.565217391,152
LF-225,L,F,24.70833333,24,1,0,0,0,0.458333333,0.291666667,0,0.25,1.958333333,2.652173913,2.333333333,2,2.791666667,4.916666667,2.25,1.541666667,2.577777778,2.833333333,.,1.458333333,2.666666667,3.125,1.958333333,158
LF-226,L,F,25.38461538,26,1,0,0.038461538,0,0.769230769,0.076923077,0.038461538,0.076923077,1.615384615,3.230769231,1.961538462,1.923076923,3.04,4.307692308,1.615384615,1.56,2.840909091,2,.,1.538461538,2.384615385,2.807692308,1.846153846,147.5
LF-227,L,F,21.44444444,27,1,0,0.037037037,0,0.555555556,0.296296296,0.074074074,0.037037037,1.666666667,2,2.592592593,1.925925926,2.333333333,4.296296296,2.37037037,1.961538462,2.466666667,2.111111111,.,1.481481481,1.666666667,3.192307692,2.074074074,165.5
LF-228,L,F,24.5862069,29,1,0,0.24137931,0,0.448275862,0.275862069,0.034482759,0,1.862068966,1.785714286,2.24137931,1.896551724,1.724137931,3.793103448,2.310344828,1.689655172,2.772727273,2.137931034,.,1.392857143,1.448275862,3.103448276,1.892857143,150.5
LF-229,L,F,25.86956522,23,0.913043478,0.086956522,0,0,0.434782609,0.304347826,0,0.260869565,1.608695652,2.043478261,2.260869565,1.782608696,2.391304348,4.347826087,2.826086957,1.739130435,2.888888889,2.173913043,.,1.608695652,1.608695652,3.772727273,1.454545455,160.5
LF-230,L,F,24.7037037,27,1,0,0.037037037,0,0.037037037,0.037037037,0,0.888888889,1.814814815,1.62962963,3.037037037,1.461538462,1.62962963,4.851851852,4.111111111,1.703703704,1.377777778,1.807692308,.,1.962962963,1.962962963,3.730769231,2.148148148,167.5
LF-231,L,F,30.34615385,26,1,0,0.076923077,0,0.769230769,0.115384615,0.038461538,0,1.88,2.307692308,1.846153846,2.153846154,2.76,4.038461538,2.5,2.076923077,3.844444444,2.6,.,2,2.230769231,3.16,2.5,151.5
LF-232,L,F,25.23076923,26,1,0,0.538461538,0,0.307692308,0.076923077,0.076923077,0,1.5,1.538461538,2.615384615,1.5,2.08,4.615384615,3.346153846,1.653846154,2.822222222,1.653846154,.,1.384615385,1.5,3.807692308,2.192307692,161.5
LF-233,L,F,47.92,25,1,0,0,0,0.16,0,0,0.84,1.88,2.12,1.64,2.16,2.24,4.6,2.64,1.68,1.755555556,2.44,.,1.84,1.6,3.4,1.92,173.5
LF-234,L,F,26.11538462,26,0.961538462,0.038461538,0.423076923,0,0.5,0.076923077,0,0,2.192307692,2.5,2.076923077,2.04,2,4.2,1.64,2.076923077,2.422222222,3.038461538,.,1.346153846,1.84,3.423076923,2.576923077,161.5
LF-235,L,F,24.73076923,26,1,0,0.115384615,0,0.538461538,0.307692308,0,0.038461538,1.846153846,2.038461538,2.076923077,2.423076923,2.2,5.461538462,1.923076923,1.192307692,3.133333333,2.692307692,.,1.166666667,1.461538462,3.615384615,1.615384615,166.5
LF-236,L,F,24.32,25,1,0,0.08,0,0.32,0.52,0.08,0,1.64,1.88,2.782608696,1.8,2.916666667,3.48,2.48,2.44,2.933333333,2.52,.,1.48,2,3.8,2.16,155
LF-237,L,F,30.28571429,28,1,0,0,0,0.357142857,0.142857143,0,0.5,1.535714286,2.333333333,1.714285714,1.592592593,3.071428571,4.428571429,2.25,2.392857143,2.244444444,2.178571429,.,1.392857143,1.892857143,3.464285714,1.814814815,165
LF-238,L,F,42.33333333,30,1,0,0,0,0.733333333,0,0,0.266666667,1.933333333,1.9,1.827586207,1.533333333,2.633333333,4.535714286,2.9,1.766666667,3.244444444,2,.,1.6,1.566666667,3.766666667,1.633333333,166.5
LF-239,L,F,27.06451613,31,1,0,0.096774194,0,0.677419355,0.225806452,0,0,1.64516129,2.166666667,2.266666667,1.967741935,2.774193548,4.833333333,2.774193548,1.806451613,3.177777778,2.233333333,.,1.709677419,2.032258065,3.612903226,2.096774194,160
LF-240,L,F,43.17241379,29,1,0,0.034482759,0,0.655172414,0.068965517,0.103448276,0.137931034,2.068965517,2.034482759,2.068965517,2.137931034,2.724137931,4.310344828,2.206896552,1.931034483,2.755555556,3.034482759,.,1.827586207,2.068965517,3.75862069,2.034482759,175
LF-241,L,F,29.85185185,27,1,0,0,0.111111111,0.37037037,0.518518519,0,0,1.962962963,2.592592593,1.925925926,1.666666667,3.444444444,5.296296296,2.62962963,1.814814815,3.577777778,2.481481481,.,1.62962963,2.037037037,3.962962963,3,164
LF-242,L,F,23.22222222,27,1,0,0.074074074,0,0.666666667,0.259259259,0,0,1.777777778,2.037037037,3.230769231,1.740740741,2.259259259,5.185185185,2.185185185,1.444444444,3.533333333,2.481481481,.,1.407407407,1.333333333,3.692307692,1.555555556,165
LF-243,L,F,24.73076923,26,1,0,0.076923077,0,0.307692308,0.423076923,0.038461538,0.153846154,1.653846154,2.076923077,2.52,2.115384615,2.615384615,5.384615385,2.769230769,1.56,2.311111111,2.230769231,.,1.384615385,2,3.346153846,2.384615385,169.5
LF-244,L,F,24.61538462,26,1,0,0.192307692,0.038461538,0.5,0.192307692,0.076923077,0,1.653846154,2.038461538,2.884615385,1.923076923,2.230769231,4.6,2.08,1.884615385,3.622222222,2.653846154,.,1.346153846,1.423076923,3.461538462,2.192307692,149.5
LF-245,L,F,32.79310345,29,0.965517241,0.034482759,0.034482759,0.034482759,0.689655172,0.24137931,0,0,1.586206897,1.931034483,1.931034483,1.793103448,2.172413793,4.862068966,3.586206897,1.862068966,3.266666667,2.137931034,.,1.965517241,1.931034483,3.75862069,1.965517241,157.5
LF-246,L,F,30.88888889,27,1,0,0.037037037,0,0.592592593,0.074074074,0,0.296296296,2,1.851851852,1.555555556,2,2.518518519,4.851851852,2.962962963,1.777777778,2.644444444,1.851851852,.,1.962962963,2.307692308,3.185185185,2.653846154,167.5
LF-247,L,F,29.40740741,28,1,0,0.035714286,0,0.285714286,0.071428571,0,0.607142857,1.642857143,2.321428571,1.75,1.785714286,3.285714286,3.37037037,1.928571429,2.857142857,1.955555556,2.071428571,.,1.666666667,2.071428571,3.142857143,1.928571429,173
LF-248,L,F,31.95833333,24,1,0,0,0,0.208333333,0.083333333,0.041666667,0.666666667,2.130434783,2.125,1.458333333,2,2.652173913,4.708333333,1.666666667,2,2,3.416666667,.,1.416666667,1.5,3.208333333,1.75,162.5
LF-249,L,F,28.51724138,29,1,0,0.068965517,0,0.551724138,0.137931034,0.068965517,0.172413793,1.586206897,1.285714286,2.172413793,1.482758621,2.206896552,5.896551724,3.862068966,1.214285714,2.755555556,1.75862069,.,1.379310345,1.517241379,4.310344828,2.137931034,165
LF-250,L,F,28.7037037,26,1,0,0.115384615,0,0.5,0.307692308,0.038461538,0.038461538,2.111111111,2.807692308,1.962962963,2.444444444,2.888888889,4.740740741,1.851851852,1.961538462,2.911111111,2.653846154,.,1.888888889,2.555555556,2.703703704,2.592592593,162
LF-251,L,F,29.85185185,27,1,0,0.074074074,0,0.703703704,0.148148148,0.074074074,0,1.37037037,1.37037037,1.962962963,1.259259259,1.666666667,4.814814815,3.037037037,1.185185185,3.6,1.481481481,.,1.481481481,1.222222222,3.62962963,1.444444444,143
LF-252,L,F,28.22222222,27,0.962962963,0.037037037,0,0,0.851851852,0.074074074,0.037037037,0.037037037,1.888888889,1.666666667,1.888888889,1.666666667,2.777777778,4.37037037,2.777777778,2.259259259,3.355555556,2.222222222,.,1.703703704,2,3.148148148,1.777777778,155.5
LF-253,L,F,27.46153846,26,1,0,0.076923077,0.115384615,0.461538462,0.346153846,0,0,2.038461538,3.230769231,1.807692308,2.538461538,2.730769231,4.038461538,1.32,2.153846154,2.711111111,3.56,.,1.307692308,2.384615385,3.269230769,2.961538462,139.5
LF-254,L,F,22.125,24,1,0,0,0,0.75,0.041666667,0.041666667,0.166666667,2.208333333,3.041666667,2.25,2.695652174,2.875,5.041666667,1.5,1.791666667,3.386363636,2.875,.,2.043478261,2.25,2.958333333,2.458333333,161
LF-255,L,F,25.23076923,26,1,0,0,0,0.846153846,0.115384615,0,0.038461538,1.769230769,2.884615385,1.961538462,2.5,3,4.730769231,1.692307692,1.5,4.046511628,2.307692308,.,1.52,2.5,3.384615385,2.615384615,153.5
LM-200,L,M,25.93103448,29,0,1,0,0,0.068965517,0.137931034,0,0.793103448,1.482758621,1.333333333,2.344827586,1.344827586,2.034482759,1.666666667,2.965517241,3.482758621,1.533333333,1.482758621,.,1.310344828,1.428571429,3.464285714,2.344827586,175
LM-201,L,M,31.17857143,28,0,1,0.035714286,0,0.071428571,0.035714286,0.071428571,0.785714286,1.740740741,1.285714286,2.571428571,1.178571429,3.5,1.5,4.178571429,5.111111111,1.533333333,1.333333333,.,1.821428571,1.535714286,4.571428571,2.035714286,157
LM-202,L,M,35.19230769,26,0,1,0,0.230769231,0.538461538,0.192307692,0.038461538,0,1.76,3.75,1.423076923,2.423076923,4.36,1.269230769,1.5,4.84,2.977777778,3.16,.,2,3.461538462,2.48,2.5,125
LM-203,L,M,44.09090909,22,0,1,0,0,0.272727273,0.272727273,0,0.454545455,1.727272727,3.181818182,1.818181818,2.454545455,3.090909091,1.954545455,1.818181818,4.227272727,2.733333333,2.5,.,1.409090909,3,2.454545455,2.227272727,155
LM-204,L,M,40.06896552,29,0,1,0,0,0.034482759,0,0,0.965517241,1.793103448,2.586206897,1.689655172,2.464285714,4.25,1.379310345,2.928571429,5.413793103,1.244444444,2.275862069,.,1.678571429,3.034482759,3.24137931,2,168
LM-206,L,M,22.70833333,24,0,1,0.041666667,0,0.458333333,0.208333333,0,0.291666667,1.625,3.291666667,2.041666667,2.041666667,3.869565217,1.125,1.833333333,5.166666667,2.644444444,1.791666667,.,1.416666667,2.916666667,2.708333333,1.625,163.5
LM-207,L,M,20.5,30,0,1,0.033333333,0,0.7,0.133333333,0,0.133333333,1.965517241,2.034482759,3.4,1.433333333,2.4,1.4,2.466666667,3.896551724,3.111111111,2.448275862,.,1.633333333,1.517241379,3.433333333,1.733333333,150.5
LM-208,L,M,25.14285714,28,0,1,0,0,0,0,0,1,2.571428571,2.464285714,2.535714286,2.5,2.392857143,1.666666667,1.785714286,3.892857143,1.022222222,2.607142857,.,1.75,2.428571429,3.25,3.464285714,175
LM-209,L,M,22.35714286,28,0,1,0.357142857,0,0.321428571,0.107142857,0,0.214285714,1.392857143,1.392857143,2.178571429,1.357142857,2.107142857,1.857142857,2.928571429,3.571428571,2.266666667,1.642857143,.,1.464285714,1.464285714,3.107142857,2.357142857,154.5
LM-210,L,M,29.48148148,27,0,1,0,0,0.888888889,0.037037037,0,0.074074074,1.777777778,2.615384615,1.740740741,2.076923077,4,1.222222222,2.555555556,5.333333333,3.355555556,2.185185185,.,1.481481481,2.740740741,2.846153846,1.851851852,153.5
LM-211,L,M,19.35714286,28,0,1,0.071428571,0,0.571428571,0.142857143,0,0.214285714,1.428571429,1.5,3.857142857,1.464285714,1.785714286,1.535714286,4.178571429,3.964285714,3.288888889,1.666666667,.,1.607142857,1.321428571,3.714285714,1.75,141
LM-212,L,M,23.08,25,0,1,0,0,0.44,0.2,0,0.36,2.083333333,2.24,3.52,2.08,2.36,2.28,1.958333333,4,2.377777778,2.72,.,1.72,2.04,3.48,1.791666667,164
LM-213,L,M,30.29166667,24,0,1,0.083333333,0,0.833333333,0.083333333,0,0,1.217391304,1.458333333,2.833333333,1.25,3.47826087,1.260869565,3.958333333,5,3.933333333,1.541666667,.,1.375,1.791666667,3.333333333,2.166666667,131.5
LM-214,L,M,27.5,28,0,1,0.178571429,0,0.357142857,0.321428571,0.071428571,0.071428571,1.142857143,1.821428571,3.535714286,1.357142857,2.571428571,1.592592593,3.142857143,4.428571429,2.644444444,1.538461538,.,1.75,1.535714286,3.642857143,1.785714286,154
LM-215,L,M,37.65384615,26,0,1,0,0,0.076923077,0.115384615,0.076923077,0.730769231,1.692307692,2.5,1.807692308,1.730769231,2.576923077,1.576923077,2.538461538,3.92,1.866666667,2.08,.,1.576923077,2.307692308,2.961538462,2.115384615,162
LM-216,L,M,22.59259259,27,0.037037037,0.962962963,0.111111111,0,0.555555556,0.185185185,0.111111111,0.037037037,1.814814815,2.074074074,2.481481481,1.740740741,2.518518519,1.851851852,2.148148148,4.481481481,3.681818182,2.333333333,.,1.37037037,2.259259259,3.259259259,1.777777778,139.5
LM-217,L,M,33.44,25,0,1,0,0,0.56,0.12,0.04,0.28,1.6,3.16,1.44,2.4,4.28,1.12,1.44,5.4,2.511111111,2.08,.,1.48,3.12,2.84,2.32,170
LM-218,L,M,31.14814815,27,0,1,0,0,0.666666667,0.296296296,0,0.037037037,1.814814815,2.407407407,2.185185185,2.407407407,2.851851852,1.333333333,2.185185185,4.407407407,3.409090909,2.703703704,.,1.769230769,2.407407407,3.230769231,1.851851852,162.5
LM-219,L,M,26.7037037,27,0,1,0.111111111,0,0.518518519,0.333333333,0,0.037037037,1.444444444,1.37037037,2.074074074,1.481481481,3.37037037,1.444444444,4.074074074,5.37037037,3.288888889,1.576923077,.,1.666666667,1.481481481,3.888888889,2.296296296,152.5
LM-220,L,M,31.14285714,28,0,1,0,0,0.107142857,0.321428571,0.392857143,0.178571429,1.666666667,2.285714286,2.214285714,1.888888889,3.392857143,1.740740741,2.571428571,5.142857143,2.533333333,2,.,1.785714286,2.185185185,3.5,2.571428571,157
LM-221,L,M,34.62962963,27,0,1,0,0,0.518518519,0.185185185,0.037037037,0.259259259,2.037037037,2.148148148,1.923076923,1.962962963,3.37037037,1.259259259,2.148148148,5.407407407,3.133333333,2.296296296,.,1.592592593,2.407407407,3.192307692,2.222222222,155.5
LM-222,L,M,44.32,24,0,1,0,0,0.25,0.083333333,0.041666667,0.625,1.52,2.68,1.2,2.32,3.92,1.32,2.8,5.12,2.333333333,1.791666667,.,1.88,2.84,2.96,2.64,166
LM-223,L,M,28.75,28,0,1,0.107142857,0.035714286,0.607142857,0.035714286,0.214285714,0,2.642857143,1.892857143,2.214285714,2.074074074,2.5,1.714285714,1.964285714,4.75,3.177777778,3.25,.,2.035714286,1.892857143,2.928571429,2.5,138
LM-224,L,M,26.55172414,29,0,1,0,0.068965517,0,0.896551724,0.034482759,0,1.413793103,1.379310345,2.464285714,1.214285714,4.137931034,1.24137931,3.551724138,5.931034483,2.533333333,1.392857143,.,1.517241379,1.896551724,3.75862069,2.793103448,140.5
LM-225,L,M,24.74074074,26,0,1,0.076923077,0,0.730769231,0.115384615,0.076923077,0,1.769230769,1.576923077,3.038461538,1.814814815,2.703703704,1.777777778,3.576923077,4.259259259,3.755555556,1.666666667,.,1.5,2.037037037,3.518518519,2.111111111,133.5
LM-226,L,M,37.39130435,23,0,1,0,0,0.52173913,0.130434783,0.086956522,0.260869565,2.173913043,3.136363636,1.52173913,2.826086957,4.217391304,1.260869565,1.434782609,4.913043478,2.8,2.826086957,.,1.695652174,3.608695652,2.318181818,3.260869565,156.5
LM-227,L,M,32.27586207,29,0,1,0.068965517,0,0.655172414,0,0.137931034,0.137931034,1.551724138,1.689655172,2.931034483,1.75862069,2.862068966,1.551724138,2.551724138,4.75,3.4,1.75862069,.,1.655172414,1.689655172,3.678571429,1.724137931,165
LM-228,L,M,36.14285714,28,0.035714286,0.964285714,0,0,0.428571429,0.107142857,0.071428571,0.392857143,1.785714286,2.392857143,2.214285714,2.035714286,4.035714286,1.518518519,2.25,5.178571429,2.733333333,2.071428571,.,1.5,2.821428571,3.142857143,2.464285714,153
LM-229,L,M,38.48,25,0,1,0,0,0.88,0.08,0,0.04,2.08,2.4,1.56,1.92,3.2,1.4,1.4,4.64,3.477272727,3.24,.,1.44,2.16,3.2,2.12,160.5
LM-230,L,M,37.96296296,27,0,1,0.037037037,0,0.814814815,0.111111111,0.037037037,0,1.814814815,2.62962963,1.407407407,1.740740741,3.481481481,1.148148148,2.111111111,5.148148148,3.911111111,1.962962963,.,1.481481481,2.925925926,2.740740741,2.333333333,149.5
LM-231,L,M,27.92,25,0,1,0,0,0.28,0.32,0.04,0.36,1.84,1.96,2.333333333,2,2.32,1.92,1.88,4.48,2.6,2.44,.,1.64,1.72,3.291666667,1.92,166
LM-232,L,M,31.65384615,26,0,1,0,0,0.923076923,0,0.038461538,0.038461538,2.038461538,2.769230769,1.52,2.153846154,4,1.458333333,2.192307692,4.923076923,3.6,2.115384615,.,1.961538462,3,3.038461538,1.923076923,158.5
LM-233,L,M,33.42307692,26,0,1,0,0,0.576923077,0.153846154,0.153846154,0.115384615,1.56,2.153846154,1.423076923,2.04,3.576923077,1.423076923,1.72,4.846153846,3.4,2.153846154,.,1.346153846,2.423076923,2.846153846,2.846153846,158
LM-234,L,M,30.60714286,28,0,1,0.285714286,0,0.321428571,0.25,0.107142857,0.035714286,1.571428571,2.071428571,2.444444444,2.535714286,3,1.75,2.214285714,4.607142857,2.444444444,2.296296296,.,1.714285714,2.035714286,3.142857143,2.285714286,160
LM-235,L,M,32.17241379,29,0.034482759,0.965517241,0,0,0.586206897,0.206896552,0,0.206896552,1.586206897,2.275862069,1.862068966,1.655172414,3.655172414,1.448275862,2.034482759,5.379310345,2.777777778,1.793103448,.,1.586206897,2.620689655,3.068965517,2.24137931,150.5
LM-236,L,M,43.85714286,28,0,1,0,0,0.285714286,0,0.071428571,0.642857143,2.071428571,3.214285714,1.222222222,2.142857143,4.571428571,1.035714286,1.821428571,5.62962963,2.244444444,2.678571429,.,1.642857143,3,2.892857143,2.392857143,156
LM-237,L,M,50,22,0,1,0,0,0.090909091,0.045454545,0,0.863636364,1.714285714,2.55,1.454545455,2.136363636,3.714285714,1.545454545,2.363636364,5.363636364,2.066666667,2.227272727,.,1.681818182,3.090909091,3.363636364,3,164.5
LM-238,L,M,27.04,25,0,1,0.04,0,0.6,0.24,0,0.12,1.72,2.56,2.64,2.16,4.52,1.6,2.12,5.2,2.133333333,1.8,.,1.44,3.5,2.76,3.52,165
LM-239,L,M,27.53846154,26,0,1,0.076923077,0,0.807692308,0.038461538,0.038461538,0.038461538,1.5,1.923076923,3.461538462,1.884615385,2.807692308,1.923076923,2.615384615,3.961538462,3.644444444,1.961538462,.,1.423076923,1.769230769,3.192307692,2.884615385,154
LM-240,L,M,35.54166667,24,0,1,0,0.041666667,0.208333333,0.666666667,0,0.083333333,1.416666667,1.625,2.208333333,1.583333333,2.875,1.166666667,3.086956522,4.708333333,2.288888889,1.739130435,.,2.434782609,2.25,2.782608696,3.958333333,162
LM-241,L,M,26.14285714,21,0,1,0.333333333,0,0.476190476,0.142857143,0,0.047619048,2.238095238,2,3.285714286,1.80952381,2.761904762,1.476190476,3,3.857142857,2.844444444,1.842105263,.,1.65,1.952380952,3.619047619,3.333333333,154.5
LM-242,L,M,21.42307692,26,0,1,0.076923077,0,0.576923077,0.192307692,0.153846154,0,1.72,1.538461538,3,1.423076923,2.5,1.923076923,4.2,4.115384615,3.6,1.692307692,.,1.923076923,1.423076923,4.04,2.384615385,131
LM-243,L,M,21.64285714,28,0,1,0,0,0.928571429,0.071428571,0,0,1.444444444,2.321428571,3,1.785714286,3.214285714,1.178571429,1.321428571,4.857142857,3.511111111,2.214285714,.,1.107142857,2.214285714,3.185185185,1.642857143,150
LM-244,L,M,24.17857143,28,0,1,0,0,0,0,0,1,1.571428571,2.035714286,2.071428571,2.185185185,3.071428571,1.142857143,1.857142857,4.892857143,1.088888889,2,.,1.392857143,2.035714286,3,1.857142857,166.5
LM-246,L,M,28.7037037,27,0,1,0,0,0.740740741,0.074074074,0.074074074,0.111111111,1.703703704,3.222222222,1.555555556,2.333333333,4.384615385,1.444444444,1.518518519,5.666666667,3.222222222,2.185185185,.,1.592592593,3.592592593,2.37037037,2.444444444,148.5
LM-247,L,M,25.41666667,24,0.041666667,0.958333333,0.166666667,0.083333333,0.291666667,0.375,0.041666667,0.041666667,1.708333333,3.166666667,1.565217391,2.416666667,3.583333333,1.52173913,2.333333333,5.47826087,3.155555556,2.375,.,1.565217391,3.041666667,3.25,2.416666667,132.5
LM-248,L,M,24.75862069,29,0,1,0.068965517,0,0.310344828,0.413793103,0.034482759,0.172413793,1.862068966,2.310344828,2.344827586,1.655172414,3.448275862,1.344827586,2.793103448,4.724137931,2.577777778,1.678571429,.,1.75862069,2.344827586,3.724137931,2.068965517,168.5
LM-249,L,M,21.79166667,24,0,1,0.041666667,0,0.75,0.208333333,0,0,1.708333333,1.625,3.434782609,1.791666667,2.590909091,2.333333333,3.041666667,4.125,3.177777778,1.791666667,.,1.625,1.916666667,3.458333333,2.666666667,168
LM-250,L,M,22.64285714,28,0,1,0,0,0.071428571,0.035714286,0,0.892857143,1.571428571,1.857142857,2.214285714,1.821428571,2.928571429,1.392857143,3.035714286,4.357142857,1.466666667,1.857142857,.,1.5,1.821428571,3.321428571,1.678571429,161
LM-251,L,M,26.44,25,0,1,0,0,0.04,0.04,0,0.92,1.52,2.04,2.84,1.72,2.208333333,1.6,1.96,3.84,1.711111111,2.16,.,1.48,1.56,3.32,1.68,168.5
LM-252,L,M,28.66666667,30,0,1,0.033333333,0,0.7,0.1,0.1,0.066666667,2.172413793,2.733333333,2.066666667,2.8,3.413793103,1.448275862,1.933333333,4.933333333,3.222222222,3.133333333,.,1.7,2.566666667,3.3,2.233333333,145
LM-253,L,M,28.36363636,23,0,1,0.043478261,0,0.260869565,0.086956522,0.130434783,0.47826087,2.869565217,1.869565217,2.869565217,1.956521739,2.217391304,1.782608696,1.869565217,3.434782609,2.533333333,3.52173913,.,1.739130435,1.818181818,3,2,164
WF-001,W,F,24.94949495,99,0.96969697,0.03030303,0,0,0,0,0.01010101,0.98989899,2.25,3.197916667,1.989583333,2.583333333,3,3.864583333,2.072916667,3.010416667,4.266666667,2.875,3.6,1.84375,2.9375,3.302083333,2.802083333,158
WF-002,W,F,30.15957447,94,0.968085106,0.031914894,0,0,0,0,0.010638298,0.989361702,2.258064516,2.76344086,2.344086022,2.741935484,2.346153846,3.032258065,1.698924731,3.301075269,3.522727273,3.677419355,3.1538461538461537,1.591397849,2.23655914,3.172043011,2.849462366,176
WF-003,W,F,26.71428571,91,1,0,0,0,0,0,0.010989011,0.989010989,2.032967033,1.901098901,2.593406593,1.879120879,1.888888889,5.527472527,3.32967033,1.857142857,4.840909091,2.362637363,4.5,2,1.877777778,4.054945055,2.411111111,163.5
WF-005,W,F,22.39325843,89,1,0,0,0,0,0,0,1,1.91011236,1.764044944,2.123595506,1.662921348,1.72,4.382022472,2.340909091,1.738636364,4.209302326,2.426966292,3.730769230769231,1.730337079,1.516853933,3.752808989,1.875,160.5
WF-006,W,F,24.33684211,95,1,0,0,0,0.042105263,0.010526316,0.010526316,0.936842105,2.967391304,2.602150538,2.414893617,2.255319149,2.307692308,4.606382979,2.172043011,2.031914894,3.605263158,3.580645161,4.076923076923077,1.968085106,2.127659574,3.606382979,2.765957447,162
WF-007,W,F,21.79787234,93,0.957446809,0.042553191,0.053763441,0,0.161290323,0.010752688,0.129032258,0.64516129,1.776595745,2.170212766,3.117021277,1.85106383,2.5,3.957446809,3.244680851,2.882978723,2.512195122,1.989361702,3.730769230769231,1.680851064,2.021276596,3.776595745,2.574468085,168.5
WF-008,W,F,30.21052632,95,1,0,0,0,0,0,0,1,2.053191489,1.787234043,2.595744681,1.744680851,2.25,4,2.946808511,2.265957447,4.564102564,2.14893617,4.3076923076923075,2.095744681,1.574468085,3.88172043,1.680851064,168
WF-009,W,F,23.30526316,94,0.968085106,0.031914894,0,0,0,0.010638298,0,0.989361702,2.956521739,2.138297872,2.925531915,2.11827957,1.8,4.074468085,2.212765957,2.436170213,3.717391304,3.319148936,3.769230769230769,1.872340426,2.074468085,3.436170213,2.691489362,150.5
WF-010,W,F,26.25,85,0.976470588,0.023529412,0,0,0.011764706,0,0.011764706,0.976470588,1.929411765,2.917647059,2.811764706,2.6,2.740740741,3.345238095,2.223529412,2.941176471,4,3.152941176,3.84,1.535714286,2.129411765,3.576470588,2.25,168.5
WF-011,W,F,24.04166667,95,0.989361702,0.010638298,0,0,0,0,0,1,1.946808511,1.968085106,2.870967742,1.88172043,2.172413793,5.138297872,2.425531915,1.70212766,4.547619048,2.483870968,4.653846153846154,1.521276596,1.861702128,3.70212766,1.827956989,157.5
WF-012,W,F,23.17525773,96,1,0,0.010416667,0,0.041666667,0,0.010416667,0.9375,2.536842105,2.789473684,2.831578947,2.684210526,2.555555556,5.430107527,2.473684211,1.852631579,3.804878049,3.589473684,4.384615384615385,1.831578947,2.094736842,3.8,3.107526882,159
